chrom	exonCount	exonStarts	exonEnds	name2
chr11	18	"4094684,4101992,4107434,4109643,4111600,4111899,4118319,4119844,4121603,4122140,4123182,4126683,4127034,4129073,4132285,4133562,4135081,4138194,"	"4095031,4102081,4107535,4109703,4111640,4112062,4118461,4119928,4121765,4122220,4123384,4126833,4127256,4129150,4132421,4133658,4135270,4138925,"	RRM1
chr11	19	"4094684,4101992,4106045,4107434,4109643,4111600,4111899,4118319,4119844,4121603,4122140,4123182,4126683,4127034,4129073,4132285,4133562,4135081,4138194,"	"4095031,4102081,4106223,4107535,4109703,4111640,4112062,4118461,4119928,4121765,4122220,4123384,4126833,4127256,4129150,4132421,4133658,4135270,4138925,"	RRM1
chr11	13	"4116077,4118319,4119844,4121603,4122140,4123182,4126683,4127034,4129073,4132285,4133562,4135081,4138194,"	"4116360,4118461,4119970,4121765,4122220,4123384,4126833,4127256,4129150,4132421,4133658,4135270,4138925,"	RRM1
chr11	11	"9573680,9575887,9576229,9576486,9577141,9581531,9585257,9585441,9586448,9586710,9588448,"	"9574509,9576093,9576293,9576659,9577263,9581678,9585353,9585527,9586619,9586856,9589767,"	WEE1
chr11	11	"9574686,9575887,9576229,9576486,9577141,9581531,9585257,9585441,9586448,9586710,9588448,"	"9575375,9576093,9576293,9576659,9577263,9581678,9585353,9585527,9586619,9586856,9589767,"	WEE1
chr11	1	"22622532,"	"22625841,"	FANCF
chr11	10	"32387774,32391980,32392665,32396256,32399947,32416489,32417576,32427955,32428496,32430529,"	"32389179,32392064,32392755,32396407,32400044,32416540,32417654,32428058,32428619,32430817,"	WT1
chr11	9	"32387774,32391971,32392665,32396256,32399947,32417576,32427955,32428496,32430529,"	"32389179,32392064,32392755,32396407,32400044,32417654,32428058,32428619,32430817,"	WT1
chr11	10	"32387774,32391971,32392665,32396256,32399947,32416489,32417576,32427955,32428496,32434699,"	"32389179,32392064,32392755,32396407,32400044,32416540,32417654,32428058,32428619,32435535,"	WT1
chr11	10	"32387774,32391980,32392665,32396256,32399947,32416489,32417576,32427955,32428496,32434699,"	"32389179,32392064,32392755,32396407,32400044,32416540,32417654,32428058,32428619,32435535,"	WT1
chr11	9	"32387774,32391980,32392665,32396256,32399947,32417576,32427955,32428496,32434699,"	"32389179,32392064,32392755,32396407,32400044,32417654,32428058,32428619,32435535,"	WT1
chr11	4	"61430124,61437624,61438003,61445940,"	"61430182,61437848,61438113,61446767,"	SDHAF2
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810513,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810563,"	MEN1
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810525,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810563,"	MEN1
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810629,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810716,"	MEN1
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809664,64810629,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810716,"	MEN1
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810267,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810741,"	MEN1
chr11	10	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810813,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64811294,"	MEN1
chr11	11	"64803513,64805033,64805634,64806231,64807010,64807178,64807551,64807890,64809649,64810813,64811033,"	"64804816,64805198,64805770,64806368,64807098,64807219,64807680,64808099,64810132,64810905,64811294,"	MEN1
chr11	6	"67483028,67487005,67489266,67490037,67490315,67490787,"	"67483257,67487185,67489455,67490214,67490449,67491108,"	AIP
chr11	6	"67483028,67487005,67489266,67490037,67490315,67490787,"	"67483257,67487185,67489455,67490214,67490457,67491108,"	AIP
chr11	6	"67483515,67487005,67489266,67490037,67490315,67490787,"	"67483710,67487185,67489455,67490214,67490457,67491108,"	AIP
chr11	7	"67583594,67584133,67584463,67584684,67585137,67586103,67586388,"	"67583844,67584169,67584570,67584772,67585241,67586211,67586653,"	GSTP1
chr11	5	"69641104,69643030,69643831,69647993,69651117,"	"69641511,69643246,69643991,69648142,69654474,"	CCND1
chr11	3	"69698237,69703260,69703644,"	"69699576,69703364,69704338,"	FGF19
chr11	7	"102110460,102114143,102162455,102205892,102223621,102227468,102229701,"	"102111169,102114394,102162571,102206074,102223752,102227581,102233423,"	YAP1
chr11	8	"102110460,102114143,102162455,102205892,102209516,102223621,102227468,102229701,"	"102111169,102114394,102162571,102206074,102209564,102223752,102227581,102233423,"	YAP1
chr11	7	"102110460,102114143,102162455,102205892,102223621,102227468,102229701,"	"102111169,102114394,102162571,102206086,102223752,102227581,102233423,"	YAP1
chr11	8	"102110460,102114143,102162455,102205892,102209516,102223621,102227468,102229701,"	"102111169,102114394,102162571,102206086,102209564,102223752,102227581,102233423,"	YAP1
chr11	8	"102110460,102114143,102162455,102186017,102205892,102223621,102227468,102229701,"	"102111169,102114394,102162571,102186131,102206074,102223752,102227581,102233423,"	YAP1
chr11	9	"102110460,102114143,102162455,102186017,102205892,102209516,102223621,102227468,102229701,"	"102111169,102114394,102162571,102186131,102206074,102209564,102223752,102227581,102233423,"	YAP1
chr11	8	"102110460,102114143,102162455,102186017,102205892,102223621,102227468,102229701,"	"102111169,102114394,102162571,102186131,102206086,102223752,102227581,102233423,"	YAP1
chr11	9	"102110460,102114143,102162455,102186017,102205892,102209516,102223621,102227468,102229701,"	"102111169,102114394,102162571,102186131,102206086,102209564,102223752,102227581,102233423,"	YAP1
chr11	9	"102112439,102114143,102162455,102186017,102205892,102209516,102223621,102227468,102229701,"	"102112745,102114394,102162571,102186131,102206074,102209564,102223752,102227581,102233423,"	YAP1
chr11	10	"102317449,102321836,102324460,102325465,102328051,102328896,102330998,102335965,102336759,102336908,"	"102317571,102321900,102325362,102325565,102328130,102328945,102331241,102336220,102336801,102339403,"	BIRC3
chr11	9	"102317449,102321836,102325465,102328051,102328896,102330998,102335965,102336759,102336908,"	"102317571,102325362,102325565,102328130,102328945,102331241,102336220,102336801,102339403,"	BIRC3
chr11	3	"112086823,112088866,112094804,"	"112086959,112089011,112095801,"	SDHD
chr11	3	"112086823,112087856,112094804,"	"112086959,112087973,112095801,"	SDHD
chr11	4	"112086823,112087856,112088866,112094804,"	"112086959,112087973,112089011,112095801,"	SDHD
chr11	5	"112086823,112087856,112088866,112093079,112094804,"	"112086959,112087973,112089011,112093209,112095801,"	SDHD
chr11	5	"112086823,112087856,112088866,112091078,112094804,"	"112086959,112087973,112089011,112091132,112095801,"	SDHD
chr11	17	"125592794,125597058,125602302,125602802,125604156,125605628,125606300,125608108,125609433,125611427,125612591,125612988,125614086,125614323,125618372,125620010,125620771,"	"125592918,125597119,125602424,125602948,125604247,125605735,125606465,125608289,125609589,125611519,125612747,125613177,125614203,125614426,125618561,125620126,125622759,"	STT3A
chr11	18	"125592794,125595880,125597058,125602302,125602802,125604156,125605628,125606300,125608108,125609433,125611427,125612591,125612988,125614086,125614323,125618372,125620010,125620771,"	"125592918,125596003,125597119,125602424,125602948,125604247,125605735,125606465,125608289,125609589,125611519,125612747,125613177,125614203,125614426,125618561,125620126,125622759,"	STT3A
chr11	19	"125592794,125593637,125595880,125597058,125602302,125602802,125604156,125605628,125606300,125608108,125609433,125611427,125612591,125612988,125614086,125614323,125618372,125620010,125620771,"	"125592918,125593725,125596003,125597119,125602424,125602948,125604247,125605735,125606465,125608289,125609589,125611519,125612747,125613177,125614203,125614426,125618561,125620126,125622759,"	STT3A
chr11	12	"125625135,125626748,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125653745,125655224,"	"125626012,125626833,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125653847,125657147,"	CHEK1
chr11	12	"125625135,125626748,125627606,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125655224,"	"125626012,125626833,125627830,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125657147,"	CHEK1
chr11	13	"125625135,125626748,125627606,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125653745,125655224,"	"125626012,125626833,125627830,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125653847,125657147,"	CHEK1
chr11	14	"125625135,125626748,125627606,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125653745,125655224,125675927,"	"125626012,125626833,125627830,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125653847,125655347,125676255,"	CHEK1
chr11	13	"125626228,125626748,125627606,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125653745,125655224,"	"125626642,125626833,125627830,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125653847,125657147,"	CHEK1
chr11	13	"125626355,125626748,125627606,125629231,125629390,125633162,125635428,125637448,125643791,125644090,125644511,125653745,125655224,"	"125626575,125626833,125627830,125629296,125629460,125633351,125635533,125637544,125643900,125644268,125644643,125653847,125657147,"	CHEK1
chr11	8	"128458760,128463508,128480190,128484822,128486068,128489289,128490456,128521912,"	"128462576,128463627,128480451,128485071,128486146,128489490,128490576,128522310,"	ETS1
chr11	4	"128458760,128463508,128480190,128521912,"	"128462576,128463627,128480451,128522310,"	ETS1
chr12	16	"991207,1027747,1141619,1180539,1181924,1183280,1189858,1204500,1236768,1263033,1289851,1371832,1408148,1410388,1444561,1490092,"	"991322,1028572,1141787,1180677,1182065,1183421,1190052,1204512,1236904,1263165,1290012,1371977,1408247,1410453,1444750,1495933,"	ERC1
chr12	18	"991207,1027747,1083163,1104749,1110191,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,"	"991322,1028572,1083580,1104824,1110347,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1495933,"	ERC1
chr12	19	"991207,1027747,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,"	"991322,1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1495933,"	ERC1
chr12	19	"991207,1027747,1083163,1104749,1110191,1115865,1141619,1180539,1181924,1183280,1189858,1204500,1236768,1289851,1371832,1408148,1410388,1444561,1490092,"	"991487,1028572,1083580,1104824,1110347,1116033,1141787,1180677,1182065,1183421,1190052,1204512,1236904,1290012,1371977,1408247,1410453,1444750,1495933,"	ERC1
chr12	20	"991207,1027747,1083163,1104749,1110191,1115865,1141619,1180539,1181924,1183280,1189858,1204500,1236768,1263033,1289851,1371832,1408148,1410388,1444561,1490092,"	"991487,1028572,1083580,1104824,1110347,1116033,1141787,1180677,1182065,1183421,1190052,1204512,1236904,1263165,1290012,1371977,1408247,1410453,1444750,1495933,"	ERC1
chr12	19	"1027747,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1480842,1490092,"	"1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1480898,1495933,"	ERC1
chr12	10	"6666476,6669030,6670759,6673215,6678126,6678662,6678945,6679454,6688166,6689097,"	"6668115,6669189,6670838,6673440,6678460,6678710,6679183,6679525,6688226,6689375,"	ZNF384
chr12	11	"6666476,6669030,6670759,6672349,6673215,6678126,6678662,6678945,6679454,6688166,6689367,"	"6668115,6669189,6670838,6672532,6673440,6678460,6678710,6679183,6679525,6688226,6689572,"	ZNF384
chr12	9	"6666476,6669030,6670759,6673215,6678126,6678945,6679454,6688166,6689367,"	"6668115,6669189,6670838,6673440,6678343,6679183,6679525,6688226,6689572,"	ZNF384
chr12	8	"11649853,11752449,11839139,11853426,11869423,11884444,11885925,11890940,"	"11650160,11752579,11839304,11853561,11869969,11884587,11886026,11895402,"	ETV6
chr12	33	"18261539,18282003,18286853,18290854,18293900,18313961,18320961,18325034,18338425,18343326,18346640,18362763,18371179,18381765,18391121,18399658,18420940,18423944,18488448,18491450,18496061,18497618,18503280,18505291,18538155,18546322,18562702,18563376,18566948,18594493,18609534,18640428,18647875,"	"18261577,18282759,18286929,18291012,18294015,18314064,18321032,18325098,18338548,18343360,18346836,18362886,18371311,18381880,18391252,18399847,18421034,18424039,18488629,18491558,18496154,18497748,18503417,18505461,18538312,18546432,18562892,18563498,18567057,18594569,18609629,18640554,18648418,"	PIK3C2G
chr12	32	"18261539,18282003,18286846,18290854,18293900,18313961,18320961,18325034,18338425,18343326,18346640,18371179,18381765,18391121,18399658,18420940,18423944,18488448,18491450,18496061,18497618,18503280,18505291,18538155,18546322,18562702,18563376,18566948,18594493,18609534,18640428,18647875,"	"18261577,18282759,18286929,18291012,18294015,18314064,18321032,18325098,18338548,18343360,18346836,18371311,18381880,18391252,18399847,18421034,18424039,18488629,18491558,18496154,18497748,18503417,18505461,18538312,18546432,18562892,18563498,18567057,18594569,18609629,18640554,18648418,"	PIK3C2G
chr12	33	"18261539,18282003,18286846,18290854,18293900,18313961,18320961,18325034,18338425,18343326,18346640,18362763,18371179,18381765,18391121,18399658,18420940,18423944,18488448,18491450,18496061,18497618,18503280,18505291,18538155,18546322,18562702,18563376,18566948,18594493,18609534,18640428,18647875,"	"18261577,18282759,18286929,18291012,18294015,18314064,18321032,18325098,18338548,18343360,18346836,18362886,18371311,18381880,18391252,18399847,18421034,18424039,18488629,18491558,18496154,18497748,18503417,18505461,18538312,18546432,18562892,18563498,18567057,18594569,18609629,18640554,18648418,"	PIK3C2G
